"ncbi_name","phylotree_tip_label","img_id","ncbi_acc","families","uvrA","mutT","mutY","mutL","mutS","mutH","dnaQ","ung","mutM","uvrD","nfi","Ts/Tv bias"," AT --> GC bias"
"Cyanothece sp. ATCC 51142","t641522622",641522622,"GCA_000017845.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
"Microcystis aeruginosa NIES-843","t641522640",641522640,"GCA_000010625.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Cyanothece sp. PCC 7424","t643348533",643348533,"GCA_000021825.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Cyanothece sp. PCC 7822","t648028021",648028021,"GCA_000147335.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Synechococcus sp. PCC 7002","t641522654",641522654,"GCA_000019485.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
"Synechocystis sp. PCC 6803","t637000315",637000315,"GCA_000009725.1","Cyanobacteria/Melainabacteria group",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Dehalogenimonas lykanthroporepellens BL-DC-9","t648028022",648028022,"GCA_000143165.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Dehalococcoides mccartyi CBDB1","t637000090",637000090,"GCA_000009025.1","Chloroflexi",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
"Dehalococcoides mccartyi 195","t637000089",637000089,"GCA_000011905.1","Chloroflexi",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
"Dehalococcoides mccartyi VS","t646311919",646311919,"GCA_000025025.1","Chloroflexi",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
"Thermomicrobium roseum DSM 5159","t643348582",643348582,"GCA_000021685.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Sphaerobacter thermophilus DSM 20745","t646311953",646311953,"GCA_000024985.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Thermobaculum terrenum ATCC BAA-798","t646311962",646311962,"GCA_000025005.1","unclassified Terrabacteria group",1,1,1,1,1,0,1,0,0,1,1,0.168766095518978,-0.0334708332107864
"Herpetosiphon aurantiacus DSM 785","t2508501111",2508501111,"GCA_000018565.1","Chloroflexi",1,1,1,1,1,0,1,1,1,1,1,0.129740469203908,0.0435977554704535
"Chloroflexus aggregans DSM 9485","t643348527",643348527,"GCA_000021945.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Chloroflexus aurantiacus J-10-fl","t641228485",641228485,"GCA_000018865.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Roseiflexus sp. RS-1","t640427139",640427139,"GCA_000016665.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Roseiflexus castenholzii DSM 13941","t640753047",640753047,"GCA_000017805.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Anaerolinea thermophila UNI-1","t649633005",649633005,"GCA_000199675.1","Chloroflexi",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Cryptobacterium curtum DSM 15641","t644736346",644736346,"GCA_000023845.1","Actinobacteria",1,1,1,0,0,0,1,0,0,1,0,0.437101818416587,0.0899782144552897
"Eggerthella sp. YY7918","t650716034",650716034,"GCA_000270285.1","Actinobacteria",1,0,1,0,0,0,1,0,0,1,0,0.191740908931495,0.339831252233829
"Eggerthella lenta DSM 2243","t644736358",644736358,"GCA_000024265.1","Actinobacteria",1,0,1,0,0,0,1,0,0,1,0,0.191740908931495,0.339831252233829
"Slackia heliotrinireducens DSM 20476","t644736405",644736405,"GCA_000023885.1","Actinobacteria",1,1,1,0,0,0,1,0,0,1,0,0.437101818416587,0.0899782144552897
"Atopobium parvulum DSM 20469","t644736327",644736327,"GCA_000024225.1","Actinobacteria",1,1,1,0,0,0,1,0,0,1,0,0.437101818416587,0.0899782144552897
"Olsenella uli DSM 7084","t648028047",648028047,"GCA_000143845.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Coriobacterium glomerans PW2","t2503538010",2503538010,"GCA_000195315.1","Actinobacteria",1,1,1,0,0,0,1,0,0,1,0,0.437101818416587,0.0899782144552897
"Frankia symbiont of Datisca glomerata","t2506783011",2506783011,"GCA_000177615.2","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Frankia alni ACN14a","t637000115",637000115,"GCA_000058485.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Frankia sp. CcI3","t637000116",637000116,"GCA_000013345.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Frankia sp. EAN1pec","t641228492",641228492,"GCA_000018005.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Frankia sp. EuI1c","t649633045",649633045,"GCA_000166135.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Acidothermus cellulolyticus 11B","t639633001",639633001,"GCA_000015025.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Brachybacterium faecium DSM 4810","t644736331",644736331,"GCA_000023405.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Gardnerella vaginalis 409-05","t646311928",646311928,"GCA_000025205.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Gardnerella vaginalis ATCC 14019","t649633046",649633046,"GCA_000159155.2","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium dentium Bd1","t646311910",646311910,"GCA_000024445.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium adolescentis ATCC 15703","t639633010",639633010,"GCA_000010425.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium bifidum PRL2010","t649633015",649633015,"GCA_000165905.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium breve UCC2003","t651053006",651053006,"GCA_000220135.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088","t643348516",643348516,"GCA_000020425.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium longum DJO10A","t642555107",642555107,"GCA_000008945.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium animalis subsp. lactis AD011","t643348515",643348515,"GCA_000021425.1","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Bifidobacterium animalis subsp. lactis BLC1","t2511231214",2511231214,"GCA_000224965.2","Actinobacteria",1,1,1,0,0,0,1,1,0,1,0,0.379771705323815,0.144084240217113
"Mobiluncus curtisii ATCC 43063","t648028043",648028043,"GCA_000196535.1","Actinobacteria",1,1,0,0,0,0,1,1,1,1,0,0.274753708145716,0.0546311661877057
"Arcanobacterium haemolyticum DSM 20595","t646564505",646564505,"GCA_000092365.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Beutenbergia cavernae DSM 12333","t643692008",643692008,"GCA_000023105.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Cellulomonas gilvus ATCC 13127","t2505679016",2505679016,"GCA_000218545.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Cellulomonas flavigena DSM 20109","t646564520",646564520,"GCA_000092865.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Sanguibacter keddieii DSM 10542","t646564565",646564565,"GCA_000024925.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Jonesia denitrificans DSM 20603","t644736376",644736376,"GCA_000024065.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Isoptericola variabilis 225","t2505679068",2505679068,"GCA_000215105.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Xylanimonas cellulosilytica DSM 15894","t646311968",646311968,"GCA_000024965.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Tropheryma whipplei str. Twist","t637000331",637000331,"GCA_000007485.1","Actinobacteria",1,0,0,0,0,0,0,1,1,1,0,0.0927296878364344,0.323311071277083
"Microbacterium testaceum StLB037","t650716057",650716057,"GCA_000202635.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Leifsonia xyli subsp. xyli str. CTCB07","t637000149",637000149,"GCA_000007665.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Clavibacter michiganensis subsp. michiganensis NCPPB 382","t640427108",640427108,"GCA_000063485.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Glutamicibacter arilaitensis Re117","t649633006",649633006,"GCA_000197735.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Arthrobacter sp. FB24","t639633006",639633006,"GCA_000196235.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Pseudarthrobacter phenanthrenivorans Sphe3","t650377905",650377905,"GCA_000189535.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Pseudarthrobacter chlorophenolicus A6","t643348509",643348509,"GCA_000022025.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Paenarthrobacter aurescens TC1","t639633005",639633005,"GCA_000014925.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Renibacterium salmoninarum ATCC 33209","t641228502",641228502,"GCA_000018885.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Kocuria rhizophila DC2201","t642555133",642555133,"GCA_000010285.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Rothia dentocariosa ATCC 17931","t649633093",649633093,"GCA_000164695.2","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Rothia mucilaginosa DY-18","t646311951",646311951,"GCA_000011025.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Micrococcus luteus NCTC 2665","t645951813",645951813,"GCA_000023205.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Kineococcus radiotolerans SRS30216 = ATCC BAA-149","t640753031",640753031,"GCA_000017305.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Kytococcus sedentarius DSM 20547","t644736380",644736380,"GCA_000023925.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Intrasporangium calvum DSM 43043","t649633057",649633057,"GCA_000184685.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Nocardioides sp. JS614","t639633046",639633046,"GCA_000015265.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Microlunatus phosphovorus NM-1","t650716058",650716058,"GCA_000270245.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Propionibacterium acnes 266","t651053058",651053058,"GCA_000213155.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Propionibacterium acnes TypeIA2 P.acn31","t2511231095",2511231095,"GCA_000240055.1","Actinobacteria",1,0,1,0,0,0,1,1,1,1,0,0.152715282616425,0.416899840915068
"Kribbella flavida DSM 17836","t646311938",646311938,"GCA_000024345.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Catenulispora acidiphila DSM 44928","t644736339",644736339,"GCA_000024025.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Kitasatospora setae KM-6054","t2511231086",2511231086,"GCA_000269985.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Streptomyces cattleya NRRL 8057 = DSM 46488","t2511231113",2511231113,"GCA_000237305.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Streptomyces coelicolor A3(2)","t637000305",637000305,"GCA_000203835.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Streptomyces bingchenggensis BCW-1","t646862346",646862346,"GCA_000092385.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Streptomyces violaceusniger Tu 4113","t648276750",648276750,"GCA_000147815.3","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Streptomyces griseus subsp. griseus NBRC 13350","t641522653",641522653,"GCA_000010605.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Streptomyces scabiei 87.22","t646564576",646564576,"GCA_000091305.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Streptomyces avermitilis MA-4680 = NBRC 14893","t637000304",637000304,"GCA_000009765.2","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Segniliparus rotundus DSM 44985","t646564566",646564566,"GCA_000092825.1","Actinobacteria",1,1,1,0,0,0,0,1,1,1,0,0.461413081277328,0.185873670447368
"Corynebacterium kroppenstedtii DSM 44385","t643692019",643692019,"GCA_000023145.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium urealyticum DSM 7109","t641522620",641522620,"GCA_000069945.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium jeikeium K411","t637000085",637000085,"GCA_000006605.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium resistens DSM 45100","t650716029",650716029,"GCA_000177535.2","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium variabile DSM 44702","t2511231114",2511231114,"GCA_000179395.2","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium aurimucosum ATCC 700975","t643692018",643692018,"GCA_000022905.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium ulcerans 809","t651053019",651053019,"GCA_000215645.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium pseudotuberculosis P54B96","t2512564058",2512564058,"GCA_000255935.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium pseudotuberculosis C231","t648231703",648231703,"GCA_000144675.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium diphtheriae NCTC 13129","t637000082",637000082,"GCA_000195815.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium diphtheriae HC02","t2511231091",2511231091,"GCA_000255155.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium efficiens YS-314","t644736345",644736345,"GCA_000011305.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Corynebacterium glutamicum R","t640427110",640427110,"GCA_000010225.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Amycolicicoccus subflavus DQS3-9A1","t650716009",650716009,"GCA_000214175.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Nocardia farcinica IFM 10152","t637000198",637000198,"GCA_000009805.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Nocardia cyriacigeorgica GUH-2","t2511231172",2511231172,"GCA_000284035.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Rhodococcus equi 103S","t649633089",649633089,"GCA_000196695.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Rhodococcus erythropolis PR4","t643692033",643692033,"GCA_000010105.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Rhodococcus opacus B4","t646564564",646564564,"GCA_000010805.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Rhodococcus jostii RHA1","t637000234",637000234,"GCA_000014565.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Tsukamurella paurometabola DSM 20162","t646564587",646564587,"GCA_000092225.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Gordonia bronchialis DSM 43247","t646311932",646311932,"GCA_000024785.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Gordonia polyisoprenivorans VH2","t2512564042",2512564042,"GCA_000247715.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium rhodesiae NBB3","t2508501106",2508501106,"GCA_000230895.3","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium chubuense NBB4","t2506783014",2506783014,"GCA_000266905.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium gilvum Spyr1","t649633070",649633070,"GCA_000184435.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium vanbaalenii PYR-1","t639633044",639633044,"GCA_000015305.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium sp. JLS","t640069320",640069320,"GCA_000016005.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium smegmatis str. MC2 155","t639633041",639633041,"GCA_000015005.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium sinense","t650716061",650716061,"GCA_000214155.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium intracellulare MOTT-02","t2512564050",2512564050,"GCA_000277145.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium avium subsp. paratuberculosis K-10","t637000168",637000168,"GCA_000007865.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium leprae Br4923","t643348566",643348566,"GCA_000026685.1","Actinobacteria",1,1,1,0,0,0,0,1,1,1,0,0.461413081277328,0.185873670447368
"Mycobacterium tuberculosis KZN 605","t645058861",645058861,"GCA_000154605.2","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium bovis BCG str. Tokyo 172","t643692028",643692028,"GCA_000010685.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium tuberculosis H37Ra","t641736240",641736240,"GCA_000016145.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium tuberculosis str. Haarlem","t641736194",641736194,"GCA_000153685.2","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium tuberculosis RGTB327","t2512564073",2512564073,"GCA_000277085.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Mycobacterium bovis BCG str. Mexico","t2511231152",2511231152,"GCA_000234725.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium marinum M","t641522642",641522642,"GCA_000018345.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Mycobacterium abscessus","t641522641",641522641,"GCA_000069185.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Pseudonocardia dioxanivorans CB1190","t651053061",651053061,"GCA_000196675.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Saccharopolyspora erythraea NRRL 2338","t640069329",640069329,"GCA_000062885.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Actinosynnema mirum DSM 43827","t644736323",644736323,"GCA_000023245.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Amycolatopsis mediterranei S699","t2511231181",2511231181,"GCA_000220945.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Saccharomonospora viridis DSM 43017","t644736404",644736404,"GCA_000023865.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Amycolatopsis mediterranei U32","t648028006",648028006,"GCA_000196835.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Nakamurella multipartita DSM 44233","t644736393",644736393,"GCA_000024365.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,0,0.398076192101518,0.16704680313653
"Geodermatophilus obscurus DSM 43160","t646311931",646311931,"GCA_000025345.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Stackebrandtia nassauensis DSM 44728","t646564571",646564571,"GCA_000024545.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Actinoplanes sp. SE50/110","t2511231151",2511231151,"GCA_000237145.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Salinispora tropica CNB-440","t640427140",640427140,"GCA_000016425.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Salinispora arenicola CNS-205","t641228504",641228504,"GCA_000018265.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Verrucosispora maris AB-18-032","t650716103",650716103,"GCA_000204155.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Micromonospora aurantiaca ATCC 27029","t648028042",648028042,"GCA_000145235.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Thermobispora bispora DSM 43833","t646564581",646564581,"GCA_000092645.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,1,0.456935844099944,0.109106086964182
"Streptosporangium roseum DSM 43021","t646311958",646311958,"GCA_000024865.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111","t646564557",646564557,"GCA_000092985.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Thermobifida fusca YX","t637000319",637000319,"GCA_000012405.1","Actinobacteria",1,1,1,0,0,0,1,1,1,1,1,0.399605731007171,0.163212112726005
"Acidimicrobium ferrooxidans DSM 10331","t644736322",644736322,"GCA_000023265.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Conexibacter woesei DSM 14684","t646311917",646311917,"GCA_000025265.1","Actinobacteria",1,1,1,0,0,0,1,0,1,1,0,0.45540630519429,0.112940777374706
"Rubrobacter xylanophilus DSM 9941","t637000248",637000248,"GCA_000014185.1","Actinobacteria",1,1,1,1,1,0,1,0,1,1,1,0.187070582296681,-0.0105082702913703
"Pirellula staleyi DSM 6068","t646311948",646311948,"GCA_000025185.1","Planctomycetes",1,1,1,0,1,0,0,0,1,1,0,0.377266632742823,0.0699519452057784
"Planctopirus limnophila DSM 3776","t646564559",646564559,"GCA_000092105.1","Planctomycetes",1,1,1,1,1,0,0,0,1,1,0,0.248877932566838,0.0121532874299919
"Rubinisphaera brasiliensis DSM 5305","t649633083",649633083,"GCA_000165715.3","Planctomycetes",1,1,1,1,1,0,0,0,1,1,1,0.250407471472491,0.00831859701946769
"Isosphaera pallida ATCC 43644","t649633058",649633058,"GCA_000186345.1","Planctomycetes",1,1,1,1,1,0,0,1,1,1,1,0.193077358379719,0.0624246227812915
"Singulisphaera acidiphila DSM 18658","t2509601004",2509601004,"GCA_000242455.3","Planctomycetes",1,1,1,1,1,0,1,0,1,1,0,0.185541043391027,-0.00667357988084611
"Simkania negevensis Z","t650716085",650716085,"GCA_000237205.1","Chlamydiae",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Waddlia chondrophila WSU 86-1044","t646564588",646564588,"GCA_000092785.1","Chlamydiae",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Parachlamydia acanthamoebae UV-7","t650716071",650716071,"GCA_000253035.1","Chlamydiae",1,1,1,1,1,0,1,1,1,1,0,0.128210930298255,0.0474324458809777
"Chlamydia muridarum str. Nigg","t645951815",645951815,"GCA_000006685.1","Chlamydiae",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Chlamydia trachomatis Sweden2","t650377921",650377921,"GCA_000210495.1","Chlamydiae",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Chlamydia trachomatis A2497","t2511231082",2511231082,"GCA_000226605.1","Chlamydiae",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Chlamydophila pneumoniae J138","t637000070",637000070,"GCA_000011165.1","Chlamydiae",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
"Chlamydophila pecorum E58","t650716022",650716022,"GCA_000204135.1","Chlamydiae",1,0,1,1,1,0,1,1,0,1,0,-0.135454465964541,0.274322920740101
"Chlamydia abortus S26/3","t637000065",637000065,"GCA_000026025.1","Chlamydiae",1,0,1,1,1,0,1,1,0,1,0,-0.135454465964541,0.274322920740101
"Chlamydia psittaci 6BC","t651053015",651053015,"GCA_000191925.1","Chlamydiae",1,1,1,1,1,0,1,1,0,1,0,0.109906443520552,0.0244698829615616
